	sequences per sample	iteration	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112479	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112494	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112523	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
alpha_rarefaction_307_8.txt	307	8	336.75	310.464285714	476.772727273	289.454545455	306.44	310.625	272.96875	278.4	284.0	387.55	301.047619048	264.869565217	197.434782609	313.25	262.84	280.954545455	319.588235294	189.0	315.894736842	218.090909091	283.235294118	307.15	233.555555556	407.714285714	211.142857143	328.8	138.105263158	214.047619048	375.333333333	213.5	124.052631579	339.75	122.166666667	207.076923077	79.1	149.928571429	146.882352941	80.25	213.882352941	151.714285714	114.090909091	142.428571429	79.1	168.142857143	94.1111111111	114.75	97.5454545455	88.0833333333	88.0	171.153846154	134.0	408.235294118	226.884615385	124.25	209.090909091	101.333333333	153.769230769	207.235294118	240.136363636	187.588235294	170.6875	232.090909091	134.666666667	147.352941176
alpha_rarefaction_307_9.txt	307	9	268.714285714	258.763157895	462.166666667	291.652173913	246.714285714	260.609756098	343.681818182	305.066666667	327.8	263.535714286	244.24	220.476190476	274.5	282.291666667	247.142857143	238.454545455	357.416666667	134.647058824	221.285714286	294.0	316.473684211	220.620689655	159.055555556	283.285714286	209.5	280.052631579	133.315789474	386.769230769	228.894736842	193.428571429	164.571428571	279.25	114.055555556	250.375	97.5	160.153846154	120.0	83.75	178.2	250.909090909	169.5	110.066666667	66.0	95.6666666667	72.8571428571	169.55	87.7142857143	137.125	118.625	162.2	122.0	412.1875	274.8	164.6875	187.333333333	74.9375	136.0	218.0625	232.454545455	263.0	251.230769231	252.909090909	163.6	158.615384615
alpha_rarefaction_406_0.txt	406	0	258.5625	399.037037037	515.25	554.666666667	266.25	316.53125	360.5	342.0	270.6	456.888888889	400.5	375.588235294	264.9375	350.0	327.045454545	301.5	320.567567568	163.058823529	282.307692308	204.315789474	297.037037037	292.0	323.05	299.0	136.0	259.538461538	162.714285714	318.0	364.545454545	166.333333333	186.352941176	281.441176471	160.473684211	223.2	105.0	245.0	223.375	74.6	342.833333333	184.875	169.1	291.666666667	99.1111111111	204.0	77.0	172.666666667	111.5	81.25	115.315789474	191.0	111.714285714	446.038461538	298.8	199.4	253.0	133.428571429	163.111111111	233.181818182	462.789473684	317.571428571	207.315789474	229.588235294	142.75	190.588235294
alpha_rarefaction_406_1.txt	406	1	389.65	529.636363636	390.121212121	314.756756757	381.107142857	407.125	307.659574468	321.476190476	297.6	410.2	349.34375	285.476190476	275.714285714	277.228571429	298.157894737	322.115384615	313.322580645	158.176470588	356.555555556	287.75	249.947368421	435.047619048	211.526315789	338.5	163.176470588	295.64	231.153846154	261.619047619	295.05	288.8125	158.0	301.0	176.666666667	216.545454545	148.142857143	152.25	199.0	67.5	228.275862069	161.652173913	138.0	126.588235294	84.0	108.058823529	111.111111111	176.956521739	93.4615384615	81.5	154.066666667	139.25	170.090909091	345.24	383.166666667	151.333333333	269.333333333	113.8	147.045454545	229.954545455	337.0	271.714285714	202.903225806	187.65	123.428571429	206.833333333
alpha_rarefaction_406_2.txt	406	2	349.384615385	450.607142857	396.108108108	361.038461538	368.24137931	308.12195122	414.483870968	216.576923077	407.55	503.5	322.15625	295.0	194.7	341.333333333	275.5	300.333333333	394.869565217	176.0	249.615384615	214.647058824	293.59375	308.6	309.045454545	268.535714286	185.4375	321.115384615	181.0	311.0	193.333333333	226.882352941	162.928571429	336.125	167.928571429	244.066666667	97.1428571429	168.666666667	185.352941176	120.333333333	232.730769231	385.1	130.214285714	157.75	79.125	92.1176470588	101.428571429	182.8	102.4	75.9090909091	137.230769231	173.0	142.0	449.55	362.37037037	173.0	206.5	140.545454545	119.157894737	262.956521739	331.0	286.315789474	198.25	235.0	113.0	187.181818182
alpha_rarefaction_406_3.txt	406	3	310.107142857	359.896551724	267.666666667	480.142857143	307.972972973	428.535714286	422.555555556	357.4375	262.103448276	459.625	382.230769231	297.0	250.619047619	332.636363636	399.647058824	311.107142857	393.161290323	164.9	363.9	230.428571429	276.090909091	287.0	312.047619048	278.12	241.5	241.972972973	187.4	237.541666667	306.0	267.625	331.142857143	469.333333333	170.9	273.9375	146.666666667	211.25	147.142857143	95.6666666667	296.272727273	287.666666667	127.3125	197.8	77.2727272727	122.153846154	94.5	188.352941176	96.0833333333	111.0	123.666666667	136.25	222.142857143	454.894736842	348.681818182	181.230769231	219.166666667	169.0	140.333333333	531.125	368.5	240.454545455	248.142857143	290.4	120.142857143	197.5
alpha_rarefaction_406_4.txt	406	4	270.677419355	312.552631579	470.5	331.15625	327.384615385	351.428571429	469.029411765	370.052631579	342.105263158	377.228571429	316.888888889	297.25	301.789473684	313.03030303	364.636363636	339.533333333	354.9375	220.769230769	290.391304348	296.571428571	261.5	407.476190476	405.428571429	301.454545455	175.526315789	355.434782609	139.416666667	267.055555556	199.2	162.588235294	299.5	365.25	114.058823529	242.3	100.428571429	163.0	182.058823529	74.1538461538	355.636363636	219.105263158	130.333333333	160.055555556	93.6666666667	116.714285714	76.0	188.352941176	90.5714285714	93.0	152.875	198.157894737	165.153846154	294.857142857	372.625	240.5	176.5	95.8	128.166666667	262.391304348	326.476190476	276.272727273	266.052631579	155.954545455	118.272727273	137.041666667
alpha_rarefaction_406_5.txt	406	5	239.941176471	443.8	417.0	410.2	414.357142857	403.103448276	477.576923077	246.517241379	253.5625	308.277777778	323.730769231	222.6	333.8	323.181818182	305.913043478	267.0	511.0	209.0	233.076923077	235.352941176	318.483870968	305.333333333	326.894736842	272.142857143	176.0	264.677419355	156.230769231	231.6	285.571428571	224.066666667	172.5625	364.652173913	153.0	266.230769231	77.0	142.473684211	143.666666667	94.0714285714	250.913043478	150.0	111.428571429	185.4375	83.0714285714	144.75	89.4	198.157894737	109.0	80.7692307692	124.0	188.8	146.076923077	381.038461538	403.454545455	195.235294118	261.0	148.333333333	119.0	434.75	280.032258065	222.375	233.894736842	218.235294118	196.0	149.368421053
alpha_rarefaction_406_6.txt	406	6	376.107142857	341.028571429	345.382978723	347.275862069	419.375	348.090909091	312.486486486	252.545454545	340.516129032	440.5	357.04	297.12	366.0	386.035714286	296.0	261.037037037	361.666666667	269.0	349.473684211	201.636363636	366.04	323.8	277.571428571	245.434782609	190.545454545	257.9375	150.647058824	306.526315789	241.181818182	209.0	243.071428571	424.115384615	160.352941176	247.0	85.0	117.176470588	154.875	120.0	343.954545455	277.571428571	134.666666667	152.230769231	87.6	115.5	101.230769231	222.769230769	101.071428571	74.3333333333	178.666666667	224.333333333	136.1	318.6875	295.037037037	166.571428571	161.384615385	164.3	150.4	260.0	418.8	265.9375	291.5	238.2	119.230769231	266.0
alpha_rarefaction_406_7.txt	406	7	271.034482759	335.0	404.459459459	347.607142857	320.7	287.416666667	403.459459459	261.111111111	402.142857143	429.64	391.291666667	207.088235294	244.111111111	280.96875	248.538461538	334.076923077	461.884615385	229.428571429	371.217391304	240.714285714	262.588235294	276.615384615	265.157894737	269.5	226.333333333	312.0	165.5625	170.676470588	231.588235294	212.3125	281.75	311.676470588	203.111111111	250.4	73.4	206.647058824	175.25	89.875	285.954545455	200.214285714	164.666666667	165.5	94.6666666667	112.6	75.8333333333	165.3	83.4	89.4285714286	113.428571429	140.555555556	321.666666667	362.896551724	327.384615385	205.0	257.4	141.0	181.769230769	391.0	322.476190476	194.285714286	178.545454545	215.9375	148.0	211.235294118
alpha_rarefaction_406_8.txt	406	8	275.222222222	462.785714286	344.027027027	341.576923077	361.285714286	518.045454545	459.24137931	449.214285714	336.0	363.2	368.037037037	285.391304348	234.894736842	377.5	333.0	378.038461538	435.037037037	185.071428571	315.0	239.555555556	377.25	364.285714286	276.636363636	242.777777778	218.769230769	304.5	171.058823529	224.260869565	194.791666667	214.2	134.230769231	354.033333333	133.0	224.105263158	106.0	215.769230769	162.714285714	79.5454545455	283.333333333	180.869565217	174.3	145.125	98.1	99.5	100.111111111	190.0	106.076923077	108.428571429	164.0	224.043478261	109.789473684	367.038461538	287.714285714	161.833333333	204.789473684	109.6	253.0	261.0	386.235294118	183.714285714	274.3	166.105263158	115.125	189.476190476
alpha_rarefaction_406_9.txt	406	9	318.37037037	366.363636364	526.857142857	403.107142857	320.181818182	353.037037037	331.818181818	313.142857143	332.785714286	418.535714286	318.7	306.15	302.789473684	322.275862069	432.555555556	374.217391304	417.090909091	222.0	337.4	222.1875	511.333333333	252.7	279.882352941	345.8	235.2	268.103448276	167.153846154	220.44	194.25	151.647058824	223.1875	306.206896552	116.166666667	168.652173913	93.0714285714	124.75	137.235294118	111.5	303.785714286	181.291666667	150.230769231	115.055555556	103.909090909	126.375	102.909090909	212.047619048	102.071428571	100.142857143	147.571428571	212.055555556	182.0	295.037037037	372.12	150.6875	389.615384615	137.375	115.05	267.352941176	327.076923077	258.0	242.25	234.0	130.111111111	160.105263158
alpha_rarefaction_505_0.txt	505	0	328.24137931	353.923076923	438.15	355.323529412	328.236842105	362.774193548	499.166666667	387.65	332.303030303	369.255319149	400.0	365.37037037	272.375	399.027777778	317.193548387	278.344827586	484.24	220.473684211	452.260869565	250.333333333	314.7	264.935483871	221.666666667	341.0	162.0	275.394736842	176.058823529	332.730769231	280.3	162.473684211	171.625	381.757575758	261.545454545	254.454545455	100.5	186.176470588	146.647058824	89.25	235.033333333	220.833333333	124.0	224.071428571	78.1	100.214285714	110.75	209.75	92.8333333333	103.333333333	178.615384615	196.772727273	116.066666667	365.75	366.823529412	168.833333333	277.05	188.142857143	146.75	330.4	341.0	267.75	225.037037037	171.24	130.545454545	208.071428571
alpha_rarefaction_505_1.txt	505	1	289.636363636	373.782608696	403.170212766	335.5	392.6	312.386363636	566.088235294	330.037037037	295.303030303	492.875	476.307692308	288.96875	313.888888889	364.575	410.44	326.171428571	440.032258065	266.176470588	293.571428571	257.24	357.12	312.196078431	276.222222222	257.676470588	222.25	276.6	239.0625	323.047619048	277.3125	250.105263158	200.5	340.529411765	137.571428571	232.105263158	120.75	223.214285714	135.4	95.6666666667	349.0	253.333333333	177.666666667	184.0	77.875	123.090909091	133.0	162.130434783	116.352941176	82.8333333333	158.882352941	176.55	148.0	363.323529412	348.666666667	250.375	240.142857143	137.375	150.25	377.882352941	370.111111111	302.526315789	306.555555556	240.166666667	136.0	182.157894737
alpha_rarefaction_505_2.txt	505	2	410.807692308	344.405405405	503.176470588	306.12195122	341.902439024	331.255319149	412.133333333	335.24	416.555555556	396.6	378.214285714	337.333333333	251.0	307.8	277.451612903	340.275862069	375.522727273	203.157894737	373.0	282.476190476	397.7	349.275862069	343.454545455	288.322580645	204.75	304.181818182	195.555555556	217.7	315.875	232.25	194.65	295.833333333	205.909090909	182.619047619	245.0	218.0	173.833333333	195.0	260.9375	291.235294118	128.176470588	141.25	74.7692307692	129.0	97.0	196.230769231	94.0	118.5	251.5	216.833333333	192.352941176	425.076923077	451.125	156.473684211	282.142857143	178.0	196.125	281.0	353.555555556	212.833333333	247.894736842	280.882352941	118.583333333	154.368421053
alpha_rarefaction_505_3.txt	505	3	437.666666667	372.046511628	387.318181818	370.024390244	417.0	434.034482759	377.458333333	302.785714286	423.047619048	514.857142857	390.181818182	341.25	334.041666667	334.875	350.129032258	345.714285714	400.073170732	260.0	279.885714286	284.954545455	325.464285714	351.451612903	297.142857143	300.103448276	178.714285714	324.5	270.583333333	248.714285714	258.04	201.55	224.555555556	384.833333333	226.272727273	220.055555556	159.0	214.230769231	191.125	89.0833333333	319.888888889	256.5	219.375	196.714285714	115.428571429	117.071428571	105.0	218.9375	92.8333333333	103.333333333	147.125	220.055555556	133.142857143	332.666666667	357.90625	211.066666667	360.214285714	109.5	170.25	238.615384615	412.2	183.0	296.8125	195.55	183.545454545	173.9
alpha_rarefaction_505_4.txt	505	4	391.029411765	466.108108108	386.12	369.794117647	382.24137931	365.285714286	392.5	381.166666667	379.228571429	401.75	458.230769231	289.193548387	277.636363636	349.085714286	349.333333333	339.0	451.03125	242.0625	323.464285714	206.652173913	326.538461538	361.848484848	264.565217391	353.055555556	237.615384615	350.1	175.153846154	259.181818182	310.166666667	256.4	184.0	381.222222222	179.25	251.066666667	98.625	183.772727273	145.833333333	101.909090909	351.714285714	278.0	147.571428571	205.214285714	92.0	101.894736842	112.25	204.55	116.230769231	108.214285714	128.565217391	179.3	183.5	548.884615385	341.0	236.2	293.272727273	111.75	140.588235294	248.652173913	324.115384615	322.5	267.0	250.772727273	184.0	208.4
alpha_rarefaction_505_5.txt	505	5	295.558823529	375.526315789	377.272727273	385.622222222	359.0	380.525	493.275	347.130434783	405.291666667	438.243243243	352.5	345.90625	354.555555556	411.277777778	332.275862069	321.972972973	372.916666667	230.714285714	287.833333333	248.260869565	429.0	305.222222222	249.25	353.935483871	181.555555556	358.12	188.058823529	363.5	238.107142857	235.636363636	191.772727273	367.555555556	193.4375	367.866666667	102.111111111	272.0	209.5	123.090909091	230.516129032	236.368421053	116.714285714	154.875	95.625	162.0	133.0	171.913043478	139.125	114.153846154	141.555555556	174.625	172.5	344.162790698	435.0	175.333333333	362.588235294	123.230769231	133.176470588	267.0	370.0	268.84	294.0	171.24	146.75	191.454545455
alpha_rarefaction_505_6.txt	505	6	400.885714286	346.923076923	336.638297872	297.8125	369.651162791	393.069767442	448.944444444	311.59375	338.085714286	308.666666667	360.6	366.272727273	360.636363636	407.034482759	381.0	357.357142857	404.0	290.230769231	288.6	292.142857143	310.941176471	369.607142857	343.454545455	368.115384615	230.882352941	339.25	171.0	294.555555556	214.038461538	295.5	222.105263158	317.03030303	142.25	289.714285714	122.666666667	212.0	214.526315789	99.0	258.736842105	222.047619048	113.0	166.5	103.5	162.461538462	98.25	166.416666667	108.545454545	111.0	176.2	159.041666667	133.352941176	456.607142857	469.0	154.0	319.5	161.625	141.0	267.0	335.476190476	267.75	213.0	215.789473684	140.375	164.352941176
alpha_rarefaction_505_7.txt	505	7	315.236842105	571.222222222	495.567567568	408.333333333	460.12	344.15	379.782608696	321.142857143	334.6	397.717948718	357.275862069	380.12	270.6	377.181818182	369.0	384.875	521.083333333	221.235294118	405.875	247.625	394.517241379	344.181818182	349.6875	324.44	274.0	345.0	217.647058824	324.8	258.5	184.526315789	274.4	389.214285714	200.5	190.0	171.2	177.5	173.055555556	119.25	226.037037037	200.476190476	162.0	164.714285714	121.375	115.0	111.769230769	171.055555556	117.5	100.0	161.076923077	218.260869565	143.5	520.04	315.096774194	273.0	357.4375	84.2727272727	159.076923077	306.789473684	381.956521739	389.65	232.541666667	249.4	182.545454545	160.368421053
alpha_rarefaction_505_8.txt	505	8	426.375	405.0	437.097560976	374.794117647	344.162162162	379.522727273	582.21875	321.677419355	299.657894737	445.09375	301.384615385	504.913043478	366.416666667	504.441176471	331.96875	348.5	333.45	234.3	385.0	269.157894737	377.441176471	322.517241379	335.476190476	226.441176471	226.769230769	384.965517241	187.6875	239.5	214.896551724	209.052631579	202.0	357.620689655	179.615384615	201.391304348	166.5	152.4	207.0	121.333333333	287.555555556	193.75	141.25	150.0	128.0	122.615384615	81.25	179.5	98.8666666667	105.363636364	183.153846154	184.142857143	181.153846154	394.774193548	370.0	233.066666667	402.235294118	122.076923077	162.5	261.4	293.0	301.166666667	212.5	191.666666667	151.714285714	250.0
alpha_rarefaction_505_9.txt	505	9	337.588235294	347.02173913	485.736842105	387.965517241	451.44	426.875	435.15	317.625	344.025	480.833333333	285.117647059	363.115384615	362.619047619	346.081081081	375.038461538	320.193548387	491.5	232.0	414.454545455	212.260869565	425.0	397.24	247.181818182	331.0	223.0	361.275862069	228.473684211	274.535714286	264.526315789	284.0	264.315789474	488.307692308	166.333333333	359.083333333	87.1428571429	221.25	182.058823529	132.125	299.344827586	192.75	146.0	177.4	88.2307692308	138.461538462	120.75	236.368421053	106.076923077	103.25	162.461538462	201.954545455	115.461538462	345.333333333	347.037037037	202.055555556	256.956521739	169.090909091	172.928571429	451.928571429	414.64	249.222222222	216.260869565	441.666666667	174.333333333	190.714285714
alpha_rarefaction_604_0.txt	604	0	366.076923077	463.384615385	485.56	457.25	410.4375	498.447368421	375.270833333	534.833333333	369.9375	340.25	328.777777778	331.731707317	272.2	394.448979592	370.285714286	313.441860465	457.219512195	429.5	350.75	276.12	481.275862069	387.27027027	290.555555556	363.24	260.526315789	310.957446809	227.666666667	279.394736842	364.0	244.555555556	279.714285714	368.0	165.5	260.541666667	110.625	246.0	170.588235294	120.714285714	351.043478261	317.0	150.571428571	174.333333333	86.8333333333	131.5	116.153846154	199.956521739	94.0	128.6	182.058823529	224.789473684	159.0	388.651162791	361.578947368	167.115384615	390.291666667	153.25	153.047619048	351.714285714	393.6	322.142857143	281.111111111	230.0	144.2	217.647058824
alpha_rarefaction_604_1.txt	604	1	334.5	487.692307692	481.595744681	467.24137931	435.0	357.5	407.555555556	261.166666667	416.277777778	515.133333333	517.217391304	402.5	322.888888889	454.837837838	339.090909091	376.666666667	499.170731707	246.0	402.6	305.047619048	474.615384615	366.794117647	271.363636364	309.032258065	249.473684211	333.529411765	212.157894737	334.433333333	270.0	258.652173913	262.0	435.1	188.666666667	221.5	111.6	222.214285714	146.047619048	118.5	319.037037037	285.3125	172.928571429	163.066666667	95.0769230769	111.25	121.714285714	256.0625	134.090909091	105.2	140.176470588	320.882352941	198.125	513.40625	389.757575758	207.055555556	306.464285714	143.0	213.0	362.5	330.447368421	384.052631579	345.333333333	254.105263158	168.153846154	286.076923077
alpha_rarefaction_604_2.txt	604	2	348.222222222	433.069767442	531.125	433.0	390.567567568	477.157894737	429.82	288.96875	391.027777778	455.871794872	381.657894737	307.238095238	311.75	387.6875	335.03030303	469.37037037	485.076923077	226.666666667	449.538461538	232.516129032	400.107142857	263.0	354.333333333	337.5	163.038461538	311.6875	202.176470588	333.8	247.28125	241.0	207.0	407.447368421	223.833333333	196.1875	121.75	226.555555556	211.071428571	110.0	267.538461538	323.473684211	125.1875	158.2	90.0	131.5	101.909090909	353.083333333	132.25	144.857142857	150.789473684	233.285714286	178.928571429	483.483870968	334.03030303	269.0	284.681818182	117.75	212.0	346.333333333	549.954545455	327.894736842	308.454545455	336.0	170.111111111	188.875
alpha_rarefaction_604_3.txt	604	3	326.216216216	460.333333333	428.522727273	361.875	500.451612903	449.617647059	386.108695652	339.25	465.357142857	485.590909091	313.12195122	322.096774194	407.454545455	423.0	391.833333333	366.636363636	631.7	196.956521739	394.571428571	216.176470588	380.033333333	286.916666667	385.555555556	407.5	295.315789474	405.636363636	185.833333333	311.0	310.047619048	250.3	248.473684211	369.025	159.4375	337.285714286	128.375	306.833333333	191.869565217	95.4	312.096774194	264.619047619	170.066666667	188.0	127.111111111	140.0	116.545454545	208.565217391	89.9090909091	111.625	166.6875	205.666666667	158.4	398.12	377.657894737	179.166666667	308.538461538	163.615384615	188.571428571	302.038461538	504.0	261.916666667	283.5	309.125	119.75	172.142857143
alpha_rarefaction_604_4.txt	604	4	416.333333333	416.957446809	660.794117647	376.5	557.433333333	426.153846154	497.4	375.535714286	315.692307692	413.923076923	534.538461538	333.5	405.576923077	327.82	360.533333333	340.692307692	501.567567568	228.043478261	384.833333333	242.0	359.384615385	397.24137931	309.913043478	337.433333333	246.894736842	349.028571429	198.0	379.25	300.565217391	240.25	321.5	364.657894737	191.25	275.217391304	114.0	226.4	221.055555556	96.0	369.125	283.3125	180.25	182.571428571	106.111111111	126.157894737	100.25	275.625	117.0	101.666666667	154.166666667	200.64	216.647058824	418.236842105	379.27027027	254.5	266.956521739	206.0	263.090909091	285.034482759	443.2	378.724137931	294.8	272.157894737	160.833333333	177.045454545
alpha_rarefaction_604_5.txt	604	5	432.777777778	427.522727273	501.184210526	428.090909091	433.090909091	528.0	574.756756757	431.206896552	393.228571429	525.058823529	397.0	331.483870968	347.4	445.0	293.090909091	321.459459459	508.162162162	202.047619048	416.111111111	255.454545455	379.870967742	390.083333333	307.53125	300.483870968	185.545454545	379.6	228.230769231	305.75	407.235294118	349.666666667	227.545454545	407.4375	176.615384615	205.0	140.2	168.913043478	165.6875	152.428571429	221.714285714	332.352941176	140.882352941	184.6875	90.5	137.375	71.5	190.12	132.272727273	131.0	151.666666667	202.64	186.666666667	387.757575758	417.416666667	191.565217391	290.0	214.125	150.15	279.0	321.0	311.913043478	227.083333333	276.666666667	141.4	258.0
alpha_rarefaction_604_6.txt	604	6	341.27027027	392.651162791	520.552631579	451.285714286	407.783783784	447.066666667	378.137931034	395.7	332.447368421	479.0	362.777777778	298.307692308	289.848484848	409.783783784	369.285714286	309.195652174	486.227272727	300.05	310.923076923	270.0	428.363636364	292.65	393.0	376.0	320.0	428.107142857	224.789473684	300.555555556	232.130434783	299.157894737	338.461538462	370.526315789	182.928571429	325.875	105.0	245.333333333	195.071428571	188.2	372.0	289.0	143.526315789	186.6	120.25	109.0	146.0	252.25	104.333333333	128.6	176.636363636	280.214285714	131.681818182	450.071428571	501.076923077	170.115384615	313.142857143	105.428571429	156.117647059	272.84	503.5	330.045454545	336.476190476	239.166666667	348.2	209.772727273
alpha_rarefaction_604_7.txt	604	7	372.607142857	433.4	665.6	475.0	394.153846154	439.428571429	378.163265306	312.216216216	354.875	463.384615385	530.956521739	340.090909091	384.5	397.972972973	379.6	320.076923077	392.960784314	255.058823529	385.24137931	276.956521739	357.657894737	355.609756098	295.0	305.333333333	242.3	431.0	267.0	293.375	400.055555556	374.4	194.2	368.0	199.0	234.75	120.5	235.55	199.866666667	103.5	299.0	243.884615385	165.25	237.588235294	85.375	118.214285714	119.5	221.12	102.4	114.25	178.176470588	219.434782609	151.15	447.885714286	351.5	302.833333333	317.0	156.090909091	149.833333333	261.5625	431.12	285.37037037	255.75	277.565217391	151.1	212.647058824
alpha_rarefaction_604_8.txt	604	8	353.774193548	469.0	421.568181818	389.794117647	436.46875	376.571428571	400.25	323.37037037	460.0	442.651162791	353.025	317.517241379	299.837837838	415.2	315.8	386.794117647	457.9	304.15	410.5	318.0	274.433333333	424.363636364	348.8	296.416666667	273.0	321.277777778	205.555555556	261.885714286	339.666666667	286.4	248.2	332.022222222	137.217391304	269.12	261.25	253.619047619	185.6875	151.125	337.444444444	323.6875	156.0	239.0	98.0	112.375	90.0	206.55	109.105263158	91.0	126.214285714	201.115384615	129.636363636	444.0	382.24137931	243.555555556	314.5	151.5625	208.428571429	245.5	485.12	318.0	219.785714286	262.789473684	152.1	231.55
alpha_rarefaction_604_9.txt	604	9	291.06122449	379.80952381	460.219512195	385.285714286	349.386363636	413.170212766	445.063829787	357.384615385	444.0	490.447368421	430.64	441.64	343.625	329.56	505.777777778	373.5625	474.446808511	254.652173913	380.75	239.689655172	406.933333333	309.948275862	293.05	330.777777778	221.047619048	322.5	261.789473684	446.666666667	230.12	211.5	248.333333333	419.243902439	181.666666667	288.052631579	160.0	245.0	144.333333333	126.090909091	381.714285714	264.0	161.0	218.4	97.6666666667	123.5	110.0	204.64	101.588235294	92.0	214.071428571	237.476190476	180.4	517.0	408.0	228.714285714	293.5	144.461538462	194.3	533.769230769	451.5	280.0	240.076923077	289.15	139.583333333	264.4
alpha_rarefaction_703_0.txt	703	0	398.935483871	503.736842105	469.8	396.222222222	575.488372093	454.52173913	429.333333333	328.0	364.578947368	466.038461538	380.272727273	328.8	365.384615385	533.935483871	377.081081081	368.076923077	463.071428571	263.24	387.025641026	321.0	377.323529412	406.405405405	302.533333333	343.483870968	282.636363636	331.692307692	178.368421053	364.4	291.15625	219.375	392.4	384.558823529	261.583333333	248.857142857	149.111111111	334.4	219.65	123.5	237.171428571	295.0	222.2	160.136363636	120.5	126.0	85.0	210.517241379	147.8	116.8	166.75	334.894736842	154.235294118	578.037037037	409.216216216	232.476190476	339.125	223.111111111	163.714285714	328.888888889	348.027027027	305.777777778	305.05	331.894736842	188.866666667	219.125
alpha_rarefaction_703_1.txt	703	1	358.977272727	478.333333333	428.75862069	390.525	477.25	451.8125	518.117647059	324.886363636	427.875	513.234042553	383.87755102	361.774193548	314.090909091	400.725490196	372.117647059	284.23255814	413.982758621	280.045454545	437.294117647	296.25	497.3125	427.4375	381.04	400.972972973	322.6875	347.738095238	210.352941176	399.0	290.5	283.5	243.12	455.571428571	209.0	271.724137931	118.272727273	327.352941176	189.4	198.0	432.64	310.0	147.714285714	214.909090909	97.0909090909	145.111111111	110.6	242.076923077	117.375	116.909090909	221.647058824	227.44	187.058823529	427.365853659	381.65	255.8	360.652173913	148.5	202.869565217	353.0	450.032258065	315.64	279.0	285.045454545	143.4	312.571428571
alpha_rarefaction_703_2.txt	703	2	486.896551724	444.529411765	534.25	396.222222222	407.142857143	421.65	410.053571429	403.384615385	321.549019608	491.695652174	444.609756098	351.894736842	335.153846154	415.222222222	497.043478261	379.526315789	439.886792453	284.166666667	398.076923077	307.875	472.965517241	397.028571429	493.0	463.375	223.545454545	391.0	217.157894737	370.5	314.53125	233.689655172	213.0	414.5	181.105263158	256.5	102.25	333.571428571	227.0	109.333333333	315.263157895	252.5	139.9375	226.461538462	97.25	174.333333333	124.666666667	213.55	146.0	96.6666666667	166.5	222.25	174.434782609	448.848484848	374.65	233.714285714	406.076923077	168.0	228.4	307.5	370.916666667	413.157894737	274.375	263.913043478	145.117647059	276.176470588
alpha_rarefaction_703_3.txt	703	3	357.717948718	410.6	522.234042553	456.318181818	482.357142857	441.807692308	470.5	435.096774194	432.263157895	545.076923077	398.228571429	478.483870968	295.885714286	476.032258065	393.567567568	331.9	440.565217391	317.875	505.24	271.517241379	403.65	392.5625	309.6	312.078947368	291.333333333	446.777777778	238.25	311.5	378.619047619	258.0	283.052631579	362.902439024	229.0	344.588235294	123.615384615	262.8	230.2	129.6	350.037037037	249.04	210.0	179.833333333	108.5	162.0	121.090909091	188.75	121.909090909	148.0	213.4	190.1875	194.5	486.193548387	522.71875	228.043478261	291.2	269.333333333	148.44	315.724137931	380.935483871	341.476190476	267.428571429	248.5	124.866666667	320.130434783
alpha_rarefaction_703_4.txt	703	4	385.5	378.964912281	526.4	427.857142857	444.0	403.488372093	457.294117647	349.081081081	334.317073171	435.630434783	394.523809524	315.837837838	331.444444444	506.926829268	337.857142857	397.076923077	504.571428571	229.0	360.676470588	320.444444444	419.0	284.1	280.4	324.090909091	205.285714286	446.636363636	295.75	359.0	257.387096774	265.913043478	237.476190476	406.024390244	167.05	358.058823529	115.625	264.6	180.5	114.8	266.541666667	310.454545455	137.0	170.588235294	131.0	145.214285714	112.0	288.352941176	94.2	117.8	172.875	212.375	212.8125	388.081081081	451.0	259.166666667	381.517241379	134.8125	248.153846154	254.216216216	412.088235294	283.625	294.034482759	210.12	194.909090909	300.4
