#OTUID	taxonomy	USEARCH	SINTAX	UTAX
245	SINTAX;k:Fungi	* (*)	k:Fungi	*
246	SINTAX;k:Fungi,p:Ascomycota	KC460868;tax=k:Fungi,p:Ascomycota (91.4)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
247	SINTAX;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes	GU993520;tax=k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales (87.6)	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes	k:Fungi
250	GU055684;k:Fungi,p:Basidiomycota,c:Tremellomycetes	GU055684;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes (100.0)	k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota,c:Tremellomycetes
251	AB520440;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae,g:Mastigobasidium	AB520440;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae,g:Mastigobasidium (100.0)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae,g:Mastigobasidium	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae
253	FJ590604;k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor fragilis	FJ590604;tax=k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor fragilis (100.0)	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor fragilis	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae
255	SINTAX;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	EF635768;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Dioszegia (89.2)	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota
258	GU187526;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stephanosporaceae,g:Cristinia	GU187526;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stephanosporaceae,g:Cristinia (99.7)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stephanosporaceae,g:Cristinia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Stephanosporaceae,g:Cristinia
260	GQ922553;k:Fungi,p:Ascomycota,c:Pezizomycetes	GQ922553;tax=k:Fungi,p:Ascomycota,c:Pezizomycetes (100.0)	k:Fungi,p:Ascomycota,c:Pezizomycetes	k:Fungi,p:Ascomycota,c:Pezizomycetes
261	GU055712;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	GU055712;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae (99.3)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
262	SINTAX;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	AJ271628;tax=k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus immersus (90.6)	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota
263	SINTAX;k:Fungi	KP335523;tax=k:Fungi (70.5)	k:Fungi	k:Fungi
264	HQ608016;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola	HQ608016;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola (97.9)	k:Fungi	k:Fungi,p:Ascomycota
265	SINTAX;k:Fungi	KT996064;tax=k:Fungi (89.7)	k:Fungi	k:Fungi
267	GQ922552;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora curvicolla	GQ922552;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora curvicolla (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora curvicolla	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora curvicolla
270	SINTAX;k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces	KC965451;tax=k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces (96.6)	k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces	k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales
271	SINTAX;k:Fungi,p:Basidiomycota,c:Tremellomycetes	GU993525;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales (91.3)	k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota
272	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	FJ560594;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Shiraia (96.2)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes
273	JF907837;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis candidolanata	JF907837;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis candidolanata (99.3)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis candidolanata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
275	HF947090;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	HF947090;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales (100.0)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales
276	GQ922580;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	GQ922580;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora (99.7)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
277	KT269238;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	KT269238;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes
278	SINTAX;k:Fungi	FJ362352;tax=k:Fungi (73.1)	k:Fungi	k:Fungi
279	GQ203780;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella irregularis	GQ203780;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella irregularis (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae
281	SINTAX;k:Fungi,p:Basidiomycota	KP299251;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus,s:Cryptococcus victoriae (80.1)	k:Fungi,p:Basidiomycota	k:Fungi
282	SINTAX;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales	AF444671;tax=k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Agaricostilbaceae,g:Bensingtonia (92.8)	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales
284	SINTAX;k:Fungi	KC965795;tax=k:Fungi (93.5)	k:Fungi	k:Fungi
286	EU266559;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma dimennae	EU266559;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma dimennae (100.0)	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes
288	GU054323;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,g:Sporobolomyces	GU054323;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,g:Sporobolomyces (98.6)	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes
289	No Hit	KP160510;tax=k:Fungi (75.1)		*
292	FJ237108;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora	FJ237108;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora (99.3)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi
293	JF461116;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	JF461116;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes
294	AJ488276;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Cordyceps,s:Cordyceps memorabilis	AJ488276;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Cordyceps,s:Cordyceps memorabilis (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium persicinum
296	UTAX;k:Fungi,p:Ascomycota	KP892191;tax=k:Fungi (98.1)	k:Fungi	k:Fungi,p:Ascomycota
303	UTAX;k:Fungi,p:Ascomycota	* (*)	k:Fungi	k:Fungi,p:Ascomycota
304	HM126488;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	HM126488;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae
306	GU055711;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	GU055711;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
307	SINTAX;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryales	U41458;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryales,f:Microbotryaceae,g:Microbotryum,s:Microbotryum violaceum (84.3)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes
310	AF444441;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Bullera,s:Bullera unica	AF444441;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Bullera,s:Bullera unica (100.0)	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Bullera,s:Bullera unica	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
312	JF907839;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Parasola,s:Parasola hercules	JF907839;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Parasola,s:Parasola hercules (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Parasola,s:Parasola hercules	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
313	KF573610;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium	KF573610;tax=k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium (98.6)	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae
314	SINTAX;k:Fungi	* (*)	k:Fungi	*
315	UTAX;k:Fungi,p:Ascomycota	KP177415;tax=k:Fungi (99.7)	k:Fungi	k:Fungi,p:Ascomycota
316	SINTAX;k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae	KF312495;tax=k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Caecomyces,s:Caecomyces communis (92.4)	k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae	k:Fungi
317	KT270306;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Roussoella	KT270306;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Roussoella (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota
319	No Hit	FJ237212;tax=k:Protista,p:Cercozoa (76.5)		k:Protista
321	AY204623;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Tetracladium,s:Tetracladium marchalianum	AY204623;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Tetracladium,s:Tetracladium marchalianum (99.3)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Tetracladium,s:Tetracladium marchalianum	k:Fungi,p:Ascomycota,c:Leotiomycetes
322	UTAX;k:Fungi,p:Basidiomycota,c:Agaricomycetes	KT197803;tax=k:Fungi (98.5)	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes
323	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	KC731558;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Pseudocercospora (92.4)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
324	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes	KF617904;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales (91.7)	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota
325	FJ379802;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	FJ379802;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium (100.0)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium
327	KF636762;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	KF636762;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae (99.3)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae
329	UTAX;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	KT328724;tax=k:Fungi (98.3)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
331	GU327634;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis cinerea	GU327634;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis cinerea (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis cinerea	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
332	SINTAX;k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Piromyces	JF974092;tax=k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Piromyces (94.9)	k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Piromyces	k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes
333	KT270218;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola	KT270218;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola (100.0)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae
334	UTAX;*	* (*)		*
335	KT264418;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	KT264418;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium (100.0)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae
337	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (94.5)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
338	JX235960;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Psilocybe,s:Psilocybe coprophila	JX235960;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Psilocybe,s:Psilocybe coprophila (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Psilocybe,s:Psilocybe coprophila	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae
340	KJ881370;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium brevicompactum	KJ881370;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium brevicompactum (98.6)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales
346	SINTAX;k:Fungi	FN397428;tax=k:Fungi (77.4)	k:Fungi	k:Fungi
347	UTAX;k:Fungi,p:Ascomycota	KF800363;tax=k:Fungi (99.3)	k:Fungi	k:Fungi,p:Ascomycota
348	SINTAX;k:Fungi	GQ999497;tax=k:Fungi (81.5)	k:Fungi	k:Fungi
350	SINTAX;k:Fungi	KC966004;tax=k:Fungi (84.0)	k:Fungi	k:Fungi
351	FN386270;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Gnomoniaceae,g:Ambarignomonia,s:Ambarignomonia petiolorum	FN386270;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Gnomoniaceae,g:Ambarignomonia,s:Ambarignomonia petiolorum (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Gnomoniaceae,g:Ambarignomonia,s:Ambarignomonia petiolorum	k:Fungi,p:Ascomycota,c:Sordariomycetes
352	JX000108;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae	JX000108;tax=k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae (100.0)	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales
353	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (95.9)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
356	UTAX;k:Fungi,p:Ascomycota,c:Leotiomycetes	KP897853;tax=k:Fungi (99.3)	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes
357	UTAX;k:Fungi,p:Ascomycota	FJ820775;tax=k:Fungi (100.0)	k:Fungi	k:Fungi,p:Ascomycota
359	FN397345;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	FN397345;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae
361	SINTAX;k:Plantae	EU617241;tax=k:Plantae,p:Anthophyta,c:Monocotyledonae,o:Poales,f:Poaceae (92.2)	k:Plantae	k:Plantae
362	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	EU516991;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (94.8)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes
364	AY885687;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Dioszegia,s:Dioszegia buhagiarii	AY885687;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Dioszegia,s:Dioszegia buhagiarii (98.1)	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
367	GU212399;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	GU212399;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales (100.0)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
369	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (96.2)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
370	SINTAX;k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor hiemalis	KU556500;tax=k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor (100.0)	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor hiemalis	k:Fungi
371	KF251183;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria juncicola	KF251183;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria juncicola (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria juncicola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria juncicola
375	GU721260;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Stachybotrys	GU721260;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Stachybotrys (98.6)	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
379	FN396152;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis patouillardii	FN396152;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis patouillardii (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
380	SINTAX;k:Fungi,p:Basidiomycota	AF444538;tax=k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,f:Buckleyzymaceae,g:Buckleyzyma,s:Buckleyzyma aurantiaca (84.7)	k:Fungi,p:Basidiomycota	k:Fungi
381	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	JX076984;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha (93.5)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
382	SINTAX;k:Fungi	KU538657;tax=k:Fungi (84.2)	k:Fungi	k:Fungi
383	HQ997376;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium	HQ997376;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium (99.0)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes
385	UTAX;*	* (*)		*
